Review Name,Review Text,Review Time,Rating,Sentiment,Label
Liêm Nguyễn hiếu,Lich sự ân cần,5 năm trước,4 sao,Tích cực,1
Quyên Đặng,Dịch vụ tốt,7 năm trước,5 sao,Tích cực,1
Công Minh Trần,Hài lòng!,7 năm trước,4 sao,Tích cực,1
Minh Tiến Đặng,Không hài lòng,8 năm trước,2 sao,Tiêu cực,0
Cường TV,Đã chuyển,5 năm trước,2 sao,Trung tính,2
vanngon nguyen,Chi nhánh,5 năm trước,3 sao,Trung tính,2
Tuấn Lê Quang,Tốt.,7 năm trước,5 sao,Tích cực,1
Thi Đinh,Ngon,7 năm trước,5 sao,Tích cực,1
Bến Tre Camera,Cty internet,4 năm trước,5 sao,Trung tính,2
trieuchc Nguyen,Tốt,5 năm trước,4 sao,Tích cực,1
Phong Nguyen,Tốt,7 năm trước,5 sao,Tích cực,1
Điền Nguyễn Duy Phong Điền,Tốt,7 năm trước,5 sao,Tích cực,1
Ernie Yu,Camera FPT quá tệ,2 tuần trước,1 sao,Tiêu cực,0
cong minh Tran,tuyệt vời!,7 năm trước,5 sao,Tích cực,1
Pvtho,Công ty tốt,8 năm trước,5 sao,Tích cực,1
Pham Dung,Tốt,7 năm trước,5 sao,Tích cực,1
Nguyễn Hoàng Duy,Tốt,7 năm trước,5 sao,Tích cực,1
MXH,"Đây là một địa điểm tuyệt vời. Các dịch vụ của FPT TELECOM cung cấp như internet, truyền hình, camera, smarthome,... đều rất tốt. Mọi người nên ưu tiên lựa chọn các sản phẩm dịch vụ của FPT TELECOM.",11 tháng trước,5 sao,Tích cực,1
Bá Tuyến Đoàn,"Nhân viên phục vụ kém, chỉ muốn đuổi khác",4 tháng trước,1 sao,Tiêu cực,0
Hưng Thịnh Nguyễn Huỳnh,"Thích bộ sp tích hợp của FPT wifi - truyền hình - camera. Tiện lợi, quản lý trên phần app Hi FPT tất cả, thanh toán cước dễ dàng.  Đúng chuẩn sp của công ty công nghệ",11 tháng trước,5 sao,Tích cực,1
Quân Vũ,Dùng mạng fpt được hơn 5 năm nhưng nhân viên ở đây nói chuyện cực kỳ lươn lẹo. Cắt mạng luôn rồi,3 năm trước,1 sao,Tiêu cực,0
sgn Deut,"nhân viên nói chuyện với khách hàng , nói 1 lúc tự ngắt .",3 năm trước,1 sao,Tiêu cực,0
Cong Le,VÔ TRÁCH NHIỆM GIỐNG NHƯ CÁC NHÀ MẠNG KHÁC CHỈ KHÁCH HÀNG LÀ CHỊU THIỆT.,2 năm trước,3 sao,Tiêu cực,0
Hương Trà Trương,"Chuyên nghiệp, nhanh chóng, tiện lợi",2 năm trước,5 sao,Tích cực,1
Thuận Huỳnh Văn,Phục vụ tốt,2 năm trước,5 sao,Tích cực,1
Hải Phước,Rất tệ,một tháng trước,1 sao,Tiêu cực,0
Anh Thư Lê Mai,rất hài lòng về dịch vụ cũng như cung cách phục vụ của nhân viên,7 năm trước,5 sao,Tích cực,1
Thái Võ,"Đường truyền rất ổn định, nhân viên vui vẻ lịch sự .rất tốt.",5 năm trước,5 sao,Tích cực,1
BaoHan Travel,Chất lượng truyền hình rất ổn định. Tôi rất hài lòng,7 năm trước,5 sao,Tích cực,1
Cuong Dinh,Anh em cần hỗ trợ FPT liên hệ Phòng giao dịch 113 Nguyễn Tất Thành  để được hỗ trợ tốt nhất !,7 năm trước,5 sao,Trung tính,2
cuong le quoc,KH hài lòng là chúng tôi đã thành công !!!,7 năm trước,5 sao,Tích cực,1
Wild Wind,Phục vụ tốt mà dịch vụ Internet thì không tốt lắm.,6 năm trước,4 sao,Trung tính,2
Than nguyen van,Nhà cung cấp internet hàng đầu việt nam,6 năm trước,5 sao,Tích cực,1
Hán Hợp,Nhân viên nhiệt tình thân thiện,6 năm trước,4 sao,Tích cực,1
Cường Lê,Chat luong tot dich vu ok,7 năm trước,5 sao,Tích cực,1
Vincent Cường,Rất hài lòng dịch vụ,3 năm trước,5 sao,Tích cực,1
Cẩm Trần,Chăm sóc khách hàng nhiệt tình,7 năm trước,5 sao,Tích cực,1
Le Minh Tran,"Dịch vụ uy tín, chất lượng",7 năm trước,5 sao,Tích cực,1
Thii Nguyen,quá tuyệt vời,2 năm trước,5 sao,Tích cực,1
Hạo Thiên Trần,mạng tốt - truyền hình hay,8 năm trước,5 sao,Tích cực,1
Dung Nguyen,"Chat luong tot, nhiệt tinh",7 năm trước,5 sao,Tích cực,1
Master Lương,Cũng được,5 năm trước,4 sao,Trung tính,2
HOÀNG DUY,tuyệt vời,7 năm trước,5 sao,Tích cực,1
Hoàng Quân,Bình thường,2 năm trước,3 sao,Trung tính,2
Lân phạm Lân,Khách hàng là trọng tâm,7 năm trước,5 sao,Tích cực,1
Thanh Hằng Nguyễn,Rất tệ,5 năm trước,1 sao,Tiêu cực,0
Gia Bao,Chất lượng tốt,7 năm trước,5 sao,Tích cực,1
hoang an Nguyen,dịch vụ tốt,7 năm trước,5 sao,Tích cực,1
Trần Duy,mạnh,5 năm trước,5 sao,Tích cực,1
Hoàng Quốc Khoa,rất tốt,7 năm trước,5 sao,Tích cực,1
Huy Nguyễn,Ổn,6 năm trước,5 sao,Tích cực,1
hoàng quốc,Tốt,7 năm trước,5 sao,Tích cực,1
Vy Dinh,Tốt,7 năm trước,5 sao,Tích cực,1
Khoa Đỗ,"Nhân viên thân thiện. Nhiệt tình hỗ trợ KH. Mạng mạnh, ổn định.",5 tháng trước,5 sao,Tích cực,1
0040_Nguyễn Hữu Chuyền,"Mạng xài rất oke, rất mạng và mượt nhân viên hỗ trợ nhiệt tình",5 tháng trước,5 sao,Tích cực,1
Lê Hồng Thùy,Good.nhân viên thân thiện .dịch vụ chăm sóc khách hàng tốt.mạng ổn định.,5 tháng trước,5 sao,Tích cực,1
huynh1995 bx,"Bà nhân viên thu tiền với thằng nhân viên đi chung nói chuyện thái độ như vô học , mạng đã không ok rồi còn gặp 2 con người như vậy quá Kém",7 tháng trước,1 sao,Tiêu cực,0
Công Nam Trần,"Tốc độ mạng rất nhanh, hỗ trợ kỹ thuật nhiệt tình và nhanh",5 tháng trước,5 sao,Tích cực,1
trần nguyễn,"Uy tín , nhân viên thân thiện, hư gọi cái có người xuống luôn ,",5 tháng trước,5 sao,Tích cực,1
Tấn Nguyễn Hà Phước,"Mạng wifi sử dụng ổn định , dịch vụ tốt , lắp đặt nhanh chóng",5 tháng trước,5 sao,Tích cực,1
Khiêm Ngô,"Mạng mượt mà, nhân viên hỗ trợ nhiệt tình.",5 tháng trước,5 sao,Tích cực,1
ivy bui,"Lắp đặt nhanh, tư vấn nhiệt tình, ưng cục box truyền hình - gắn vào TV xem sướng phết",7 tháng trước,5 sao,Tích cực,1
Phạm Đức Phú,"nhanh mạnh mẽ , tốc độ tuyệt vời",5 tháng trước,5 sao,Tích cực,1
Anh Phan,"Dịch vụ tận tình, lắp đặt nhanh chóng",5 tháng trước,5 sao,Tích cực,1
Thiên Thanh Hoàng,"Mạng thất thường, gọi kỹ thuật vào 7h30 sáng để họ mau mau đến sửa để còn làm việc, thì nhân viên bảo 16h chiều mới đến sửa.",một năm trước,1 sao,Tiêu cực,0
Luc Phu,"Đang xài mạng Wi-fi FPT mạng tốt, chăm sóc tốt",5 tháng trước,5 sao,Tích cực,1
Tiến Trương Minh,Chất lượng dịch vụ tuyệt vời,5 tháng trước,5 sao,Tích cực,1
Thành Long Nguyễn,Wifi 6 ok đây,5 tháng trước,5 sao,Tích cực,1
Thanh Chau,Mạng cực mượt ok,5 tháng trước,5 sao,Tích cực,1
Vũ Thiên Bình 07,Ok hài lòng và tuyệt vời. Nhân viên chăm sóc nhiêt tình thân thiện và nói dễ nghe.,3 năm trước,5 sao,Tích cực,1
Minh Trung Nguyễn,Rất tốt,5 tháng trước,5 sao,Tích cực,1
Lh Phong,Rất ok,5 tháng trước,5 sao,Tích cực,1
Baby Củ Quả,Tuyệt vời,5 tháng trước,5 sao,Tích cực,1
Ngọc Tiến Hà,"cskh tốt hỗ trợ 24/24, nhân viên kinh doanh tư vấn nhiệt tình cả ngoài giờ làm",3 năm trước,5 sao,Tích cực,1
Say Vo,trụ sở đẹp,5 tháng trước,5 sao,Tích cực,1
Phi Nguyen,Rất hài lòng và tuyệt vời. Nhân viên chăm sóc nhiêth tình thân thiện và nói dễ nghe.,3 năm trước,5 sao,Tích cực,1
Hoài Nam Nguyễn,"Mát mẻ, ăn uống ngon",một năm trước,5 sao,Tích cực,1
Tuyen Nguyen,Họ lấy lợi nhuận làm đau đầu,một năm trước,3 sao,Tiêu cực,0
Minh Minh,Địa chỉ giả mạo,một năm trước,1 sao,Tiêu cực,0
Chị Mèo,Giả mạo,một năm trước,1 sao,Tiêu cực,0
Tài Phan Thành,Tốt,5 tháng trước,5 sao,Tích cực,1
Hong Nguyen,"Tốt, xử lý vấn đề nhanh",3 năm trước,5 sao,Tích cực,1
Trần Linh,Dịch vụ tốt,5 tháng trước,5 sao,Tích cực,1
Huyn,"Làm tốt lắm, tuyệt vời",5 tháng trước,5 sao,Tích cực,1
Ori Phương Oanh,"Nhân viên tư vấn siêu nhiệt tình. Mạng internet ổn định, tốc độ truy cập nhanh, dịch vụ ổn áp đáp ứng nhu cầu của khách, thiết bị truy cập nhiều hơn. Giá cả phù hợp.",một năm trước,5 sao,Tích cực,1
Dung Trinh Anh,Tôi mới lắp mạng fpt mạng sử dụng rất ổn định,5 tháng trước,5 sao,Trung tính,2
Phan Gia Bảo,mạng fpt xài mạnh thật,2 tuần trước,5 sao,Tích cực,1
trinh binhm,tôi mới lắp mạng fpt bên trảng dài mạng rất ổn định.tôi sẽ giới thiệu cho người nhà và bạn bè tôi sử dụng mạng fpt,8 tháng trước,5 sao,Tích cực,1
Vu Pham,Mới lắp mạng fpt wifi 6 mạng rất ổn định,5 tháng trước,5 sao,Tích cực,1
Thi Hong Ha Phan,"mạng sử dụng rất ổn định,truyền hình fpt rất hay,nhân viên hỗ trợ nhiệt tình",một năm trước,5 sao,Tích cực,1
Duc Hoang,"mạng fpt sử dụng rất ổn định,nhân viên tư vẫn rất nhiệt tình,tôi rất hai lòng",một năm trước,5 sao,Tích cực,1
Tuấn trấn Thanh,"dịch vụ rất tốt,nhân viên tư vấn rất nhiệt tình,mạng rất ổn định sóng khỏe",một năm trước,5 sao,Tích cực,1
Minh Duong,dịch vụ tốt.sử dụng ổn định.sóng wifi khỏe.nhân viên tư vấn nhiệt tình.rất hài lòng,một năm trước,5 sao,Tích cực,1
Oanh Mai,"dịch vụ rất tuyệt vời,mạng rất mạnh,nhân viên tư vẫn rất nhiệt tình",một năm trước,5 sao,Tích cực,1
NINH BẮC,Tôi mới lắp mạng fpt mạng rất ổn định nhân viên tư vấn rất nhiệt tình,một năm trước,5 sao,Tích cực,1
Cong Duong Nguyen,"fpt mạng rất tốt,sử dụng ổn định,gói cước tốt,nhân viên nhiệt tình",một năm trước,5 sao,Tích cực,1
Thành Trần,"dịch vụ rất tốt,tư vẫn tận tâm,wifi sóng khỏe sử dụng rất ổn định",một năm trước,5 sao,Tích cực,1
Nguyen Pham,"dịch vụ rât tốt,fpt mạng rất ổn định.rất hai lòng",một năm trước,5 sao,Tích cực,1
Tân Trần,Chất lương dịch vụ mạng fpt rất tốt,một năm trước,5 sao,Tích cực,1
Minh Minh,dịch vụ tốt.mạng ổn định.gói cước rẻ,một năm trước,5 sao,Tích cực,1
duong nguyen,dịch vụ rất tốt.mạng khỏe.chất lượng tốt,một năm trước,5 sao,Tích cực,1
Hue Pham thi,Mạng fpt sử dụng ổn định,một năm trước,5 sao,Trung tính,2
Hoa Nguyen,"Chất lượng tốt, chăm sóc tuyệt vời",một năm trước,5 sao,Tích cực,1
Hau Van,Rất tuyệt vời,11 tháng trước,5 sao,Tích cực,1
Minh Anh,Rất ok,11 tháng trước,5 sao,Tích cực,1
hoai vuong,Mạng rất ổn,một năm trước,5 sao,Tích cực,1
Thành Trương,Rất tố,một năm trước,5 sao,Tiêu cực,0
Nguyên Phạm,mạng fpt tuyệt vời,một năm trước,5 sao,Tích cực,1
FPT Đăng Ký WIFI CÁP QUANG FPT,rất ok,một năm trước,5 sao,Tích cực,1
Cuong小刚,"Dịch vụ tốt , nhân viên thân thiện , anh bảo trì mạng kĩ thuật chuẩn !",2 năm trước,5 sao,Tích cực,1
Duy Anh,Dịch vụ bên này mình chưa dùng nên k biết sao. Bây giờ chất lượng phục vụ chắc chắn phải cao rồi. Có anh là manager khách hàng bên minh hiền lành vui vẻ lắm. Mọi người trải nghiệm nhe,4 năm trước,4 sao,Tích cực,1
Lâm Đồng Truyền hình FPT,"Truyền hình FPT có kho nội dung số đa dạng,nhiều lựa chọn,giá thiết bị rẻ những tính năng này quá tuyệt vời",8 năm trước,5 sao,Tích cực,1
nguyen thi Ly,Truyền hình FPT xem cực thích và có nhiều ứng dụng hay thích nhất là giá cả khá phù hợp,8 năm trước,5 sao,Tích cực,1
Mạnh Trịnh Xuân,Dịch vụ FPT Đức Trọng thật tuyệt vời từ chất lượng dịch vụ đến cách phục vụ cảm thấy thật sự chuyên nghiệp,8 năm trước,5 sao,Tích cực,1
Giáp Đinh,"internet fpt mạng rất ổn định, truyền hình thì đặc sắc không thua kém gì xem tại rạp, mình rất hài lòng về dịch vụ của fpt",8 năm trước,5 sao,Tích cực,1
Tuấn Thanh (kailzjn),Mạng fpt đức trọng rất tốt. Ưu đãi hấp dẫn. Tốt.,4 năm trước,5 sao,Tích cực,1
Sơn Trần Quang,"mạng fpt chạy rất ổn định nhanh, truyền hình phong phú, giá rẻ...",8 năm trước,5 sao,Tích cực,1
Roo Se7en,Rất tốt. Làm việc nhanh nhiệt tình.,5 năm trước,5 sao,Tích cực,1
Duy Thanh,Nơi kết nối mọi trái tim cùng nhip đập.,6 năm trước,5 sao,Tích cực,1
thach pham ngoc,Mạng fpt đức trọng rất tốt,4 năm trước,5 sao,Tích cực,1
Đạt Lộc,Được,7 tháng trước,5 sao,Trung tính,2
Phạm Duy Duy,Lắp mạng fpt đức trọng rất tốt,4 năm trước,5 sao,Tích cực,1
Hoang Hieu,Nhân viên nhiệt tình,5 năm trước,5 sao,Tích cực,1
uyên thùy nguyễn hoài,Dịch vụ tốt nhất,7 năm trước,5 sao,Tích cực,1
Ut Ya,Rất hài lòng,5 năm trước,5 sao,Tích cực,1
thang z,dich vu fpt that tuyet voi,8 năm trước,5 sao,Tích cực,1
Viễn lương,Tốt,4 năm trước,4 sao,Tích cực,1
Thang Tran,Tb,5 năm trước,2 sao,Trung tính,2
Duyên Nguyễn,Wifi siêu yếu. CỰC KỲ TỆ,5 ngày trước,1 sao,Tiêu cực,0
Ngoan Nguyen,Dịch vụ tốt sản phẩm chất lượng,một năm trước,5 sao,Tích cực,1
Duy Phan,"Dịch vụ tốt ,nhân viên nhiệt tình ,ủng hộ 5 sao",một năm trước,5 sao,Tích cực,1
Tan Le,Trải nghiệm dịch vụ khá tốt sóng wifi rất mạnh.Tuyệt vời.,một năm trước,5 sao,Tích cực,1
Châu VN,"FPT Telecom Ninh Thuận , đẳng cấp thể hiện ở tốc độ",7 năm trước,5 sao,Trung tính,2
Thi Hanh Nguyen,Cong ty lam an do wa.mjnh da dong truoc mot nam phi thue bao roi.ma wifi chay yeu wa .ko choi dc gj ca.chan qua .cha cho xong het mot nam la cat luon wa.mjnh ds nhju lan keu tho xuog sua .nhug no van nhu vsy .cho du wifi cua mjh chi co nha mjnh xai thoi.co 3hoac 4 cai dt ak.ma yru nhu vay sao xai .that vong,7 năm trước,2 sao,Tiêu cực,0
Phuong Vo,Wow... Thật hoành tráng và đẳng cấp,một năm trước,5 sao,Tích cực,1
Phuoc Nguyen Ngoc,FPT Ninh Thuận-Nhà cung cấp dịch vụ viễn thông tốt nhất.,10 năm trước,5 sao,Tích cực,1
Lâm Viên,FPT TELECOM CN NTN thể hiện đẳng cấp về tốc độ đường truyền.,7 năm trước,5 sao,Trung tính,2
Mai Lộc,FPT - Telecom Ninh Thuận là sự lựa chọn tốt nhất về internet và truyền hình,7 năm trước,5 sao,Tích cực,1
Như Quỳnh,Rất tốt. Nhân viên nhiệt tình,5 năm trước,5 sao,Tích cực,1
Anh Hung,Quá đẹp nha FPT,một năm trước,5 sao,Tích cực,1
Tung Tran,Rất tuyệt vời,một năm trước,5 sao,Tích cực,1
DPT Thắng,Quá tuyệt vời,một năm trước,5 sao,Tích cực,1
Bá Hùng - NT,Có mấy em tư vấn vui tính !,7 năm trước,4 sao,Tích cực,1
Play Ott,Rất tiệc zời,một năm trước,5 sao,Tích cực,1
Du Lịch Ninh Thuận,Rất tốt. Mạng ổn định,5 năm trước,5 sao,Tích cực,1
Hoai Nguyen,Ho tro rat nhanh,một năm trước,5 sao,Tích cực,1
Nguyễn Văn Toàn K18 VB2 CD Dược,Tuyệt vời,một năm trước,5 sao,Tích cực,1
hoahv huynh,Rất đẹp,một năm trước,5 sao,Tích cực,1
Quoc Do Ngoc,Rất hài lòng,một năm trước,5 sao,Tích cực,1
Sàn bất động sản Ninh Thuận,nhân viên nhiệt tình,6 năm trước,4 sao,Tích cực,1
Hùng Hồ,Được,6 năm trước,4 sao,Trung tính,2
chetdoi heocon,fpt,7 năm trước,5 sao,Tiêu cực,0
Luân Võ Thành,Hahahahaha,7 năm trước,5 sao,Tích cực,1
Thuan trang van,Ổn,4 năm trước,5 sao,Tích cực,1
Toàn Nguyễn,Đăng kí mới thì nhanh. Cắt mạng thì chậm. Từ tổng đài tới đại lý địa phương. Dịch vụ kém.,2 năm trước,1 sao,Tiêu cực,0
khac duy,"Oke, dịch vụ lắp đặt nhanh ngay trong ngày luôn, sáng gọi chốt gói xong suôi chiều có nhân viên đến lắp rồi.",một năm trước,5 sao,Tích cực,1
Phạm Yến Mai,"Mạng chạy tốt, ổn định, không bị đứng mạng, chỉ cần thế thôi chứ đang làm ván game mà đứng mạng phát thì xác định luôn.",một năm trước,5 sao,Tích cực,1
Lê Thụy Khanh,"Good, hài lòng nha. Mạng rất ổn định. Game mượt, nhiều thiết bị bắt sài vẫn vô tư.",một năm trước,5 sao,Tích cực,1
Duy Nguyễn,Chất lượng wifi tốt,một tháng trước,5 sao,Tích cực,1
Bích Ngọc,"Gửi yêu cầu thu cước thì không xuống tự ý ngắt internet, khâu chăm sóc khách hàng quá tệ",2 năm trước,1 sao,Tiêu cực,0
Thế Hoàng,"Sữa chữa quá chậm, lắp đặt thì nhanh, tới khi gặp lỗi thì đùn đẩy nhau ! Quá thất vọng.",3 năm trước,1 sao,Tiêu cực,0
Locpro Tran,"Kỹ thuật đi dây cáp rất thẩm mỹ, rât hai lòng về cách phục vụ của nhà mạng",5 năm trước,5 sao,Tích cực,1
Thanh PN,"5 sao cho dịch vụ tốt, phát huy nha người anh em",2 năm trước,5 sao,Tích cực,1
quang nn,"chơi game ổn hơn viettel và vnpt, chỉ có vấn đề là giá cao hơn 1 tí",5 năm trước,5 sao,Trung tính,2
Kim Dung,"nhân viên nhiệt tình, chất lượng ok",một năm trước,5 sao,Tích cực,1
Quốc Thịnh Lê,"Đội ngũ kỹ thuật đi dây rất đẹp, thẩm mỹ, tôi rất hài lòng",5 năm trước,5 sao,Tích cực,1
tan hotrong,"Mình live stream rất mượt hơn hẳn vnpt vs viettel truoc đay mình sài, ok",5 năm trước,5 sao,Tích cực,1
Quốc Nguyễn hưng,"Mình rất hài lòng về dịch vụ của fpt, phục vụ nhiệt tình, mạng khá ổn định",5 năm trước,5 sao,Tích cực,1
Hoang Nguyen,Tôi đã sử dụng và cảm thấy dịch vụ rất tốt,5 năm trước,5 sao,Tích cực,1
Nguyên Lê Giang,"Dịch vụ FPT tốt, internet nhanh",4 năm trước,5 sao,Tích cực,1
Hưng Êban,Nhân viên phục khi gặp sự cố rất nhiệt tình,5 năm trước,5 sao,Tích cực,1
Loc Tran,rat hai long ve cach phuc vu cua nha mang,5 năm trước,5 sao,Tích cực,1
văn phạm,Nhân viên kỹ thuật đi dây rất đep. Rất ok,5 năm trước,5 sao,Tích cực,1
Tuấn Lê Ngọc,Mạng tốt,10 tháng trước,5 sao,Tích cực,1
Van Quy,"Good, rất hài lòng về chất lượng của Fpt, 10 Điểm",5 năm trước,5 sao,Tích cực,1
Tất thành giải trí,Chơi game rất tốt và ổn định,5 năm trước,5 sao,Tích cực,1
Ngoc Dam Duc,Nhìn viên phục vụ rất nhiệt tình,5 năm trước,5 sao,Tích cực,1
Khanh Đình,Dịch vụ hỗ trợ như lòn,một năm trước,1 sao,Tiêu cực,0
Luc Nguyen,"Fpt phuc vu rat chu dao, minh thay khá hài long",5 năm trước,5 sao,Tích cực,1
Thị Vinh Bùi,Mạng rất ổn định. Game mượt,5 năm trước,5 sao,Tích cực,1
Thảo Nguyễn,Thu tiền sai,9 tháng trước,1 sao,Tiêu cực,0
Minh Nguyễn,"Chất lượng rất tốt, chơi game mượt",5 năm trước,5 sao,Tích cực,1
khánh nguyễn,Nhân vieb phục vụ rất nhiệt tình,5 năm trước,5 sao,Tích cực,1
Phương Nam Trần,"tuyệt vời, chất lượng dịch vụ cực tốt",5 năm trước,5 sao,Tích cực,1
Lê Quang,"Mạng rất mạnh, chơi game rất ok",5 năm trước,5 sao,Tích cực,1
Tiểu thư Họ Đặng,"Chất lượng rất tốt, live stream rất ổn định",5 năm trước,5 sao,Tích cực,1
Nguyễn Leo,Nhan vien rat nhiet tinh,5 năm trước,5 sao,Tích cực,1
S u n,Chơi game rất ok,5 năm trước,5 sao,Tích cực,1
Tí NC,cho 5 sao,3 năm trước,5 sao,Tích cực,1
Vong Tran,Mạng rất mạnh,4 năm trước,5 sao,Tích cực,1
Thê Vu,Mạng rất tốt 👍 …,5 năm trước,5 sao,Tích cực,1
Nguyễn Xuân Vũ (Anh Hai BM Vlog),Nhân viên rất nhiệt tình,5 năm trước,5 sao,Tích cực,1
Hải Quốc,Rất hài lòng về dịch vụ của fpt,5 năm trước,5 sao,Tích cực,1
Ten Nguyen,Choi game rât mượt,5 năm trước,5 sao,Tích cực,1
Quang Ý Lê,Rất tốt mạng rất mạnh,5 năm trước,5 sao,Tích cực,1
Loan Lê,Mạng kha mạnh,5 năm trước,5 sao,Tích cực,1
Phuong Tran,Mạng rất ổn định,4 năm trước,5 sao,Tích cực,1
Sy Viet,Mạng rật mạnh,5 năm trước,5 sao,Tích cực,1
Phuong Nguyen,nhan vien rat nhiet tinh,5 năm trước,5 sao,Tích cực,1
Thành Nguyễn,Chơi game rất tốt,5 năm trước,5 sao,Tích cực,1
nhi Nguyen,Chất lượng rất tốt,5 năm trước,5 sao,Tích cực,1
Nt9 Ngoan,Phục vụ rất tốt,5 năm trước,5 sao,Tích cực,1
Công Nguyễn,Fpt phục vụ rất chuyên nghiệp,5 năm trước,5 sao,Tích cực,1
Hoang Duy,Chơi game rất ổn,5 năm trước,5 sao,Tích cực,1
Solve Math,Mạng rất mạnh,4 năm trước,5 sao,Tích cực,1
Nguyet Hoang,Mạng rất tốt,4 năm trước,5 sao,Tích cực,1
Tiệm Nhỏ Tây Nguyên,Rất hài lòng về dịch vụ của Fpt,5 năm trước,5 sao,Tích cực,1
chuong vu,Nhân viên rất nhiệt tình,5 năm trước,5 sao,Tích cực,1
Phuong Tran,Rất ổn định,5 năm trước,5 sao,Tích cực,1
Cuc Nguyen,Khá ok,5 năm trước,5 sao,Tích cực,1
minh huy vo,Chơi game ok,5 năm trước,5 sao,Tích cực,1
Ngen H,rất tốt,5 năm trước,5 sao,Tích cực,1
Baby Baby,Tuyệt vời,5 năm trước,5 sao,Tích cực,1
hoà lê,hài lòng,5 năm trước,5 sao,Tích cực,1
Thẩm Mỹ Quyên Quyên - ĐakLak,Game rất mượt,5 năm trước,5 sao,Tích cực,1
Binh Van,Mạng rất ổn định,5 năm trước,5 sao,Tích cực,1
Thùy An,Rất hai long,5 năm trước,5 sao,Tích cực,1
NTQuý,Rât hai long,5 năm trước,5 sao,Tích cực,1
kanzel123,Khá hài lòng,5 năm trước,5 sao,Tích cực,1
12a9.21 Tuyết Nhi,Mang rat manh,4 năm trước,5 sao,Tích cực,1
Binh Bui,Rất hài lòng,5 năm trước,5 sao,Tích cực,1
Vi Truong,Rất hài long,5 năm trước,5 sao,Tích cực,1
Bao Khang,Fpt minh thay rat on dinh,5 năm trước,5 sao,Tích cực,1
Anh Thuy,Chat luong ok,5 năm trước,5 sao,Tích cực,1
Hoan Nguyễn Thế,Chất lượng rất tốt,5 năm trước,5 sao,Tích cực,1
Linh Tran Van,Phục vụ rất tốt,5 năm trước,5 sao,Tích cực,1
Thanh Tuyen Nguyen,rat hai long,5 năm trước,5 sao,Tích cực,1
Minh phương Dương,Chất lượng tốt,5 năm trước,5 sao,Tích cực,1
Tam Nhat,Mạng rất tốt,5 năm trước,5 sao,Tích cực,1
thiên lộc vũ,Rất tốt,5 năm trước,5 sao,Tích cực,1
trieud van,Tuyệt vời,5 năm trước,5 sao,Tích cực,1
Phúc Khanh Nguyễn,"fpt rất hài lòng, 👍🏻 …",5 năm trước,5 sao,Tích cực,1
Nguyen Tuan,Mạng rất ổn định,4 năm trước,5 sao,Tích cực,1
Kiểm TRần,Tuyệt,5 năm trước,5 sao,Tích cực,1
Max VN,Tốt,5 năm trước,5 sao,Tích cực,1
Khoa Nguyen vlog,Rat on dinh,5 năm trước,5 sao,Tích cực,1
Tấn Nguyễn,Chất lượng tốt,5 năm trước,5 sao,Tích cực,1
To Ro,Tốt,5 năm trước,5 sao,Tích cực,1
Vân Nguyễn Thị Thanh,chất lượng tốt,5 năm trước,5 sao,Tích cực,1
KIỀU THU MARIA,Bỏ lỡ mọi thứ,5 năm trước,5 sao,Tiêu cực,0
ANH VŨ NGUYỄN,Đêm thật dài,5 năm trước,5 sao,Tích cực,1
Duẫn Trần,"Tốt,",5 năm trước,5 sao,Tích cực,1
Tuyền Nguyễn,Ổn,5 năm trước,5 sao,Tích cực,1
hoangvan nguyen,Bỏ lỡ mọi thứ,5 năm trước,5 sao,Tiêu cực,0
Ngọc Dung,Ổn,5 năm trước,5 sao,Tích cực,1
Hiền Nguyễn,Ổn,5 năm trước,5 sao,Tích cực,1
Thị Tâm Trần9l,Tốt,5 năm trước,5 sao,Tích cực,1
Tien Nguyen,Ổn,5 năm trước,5 sao,Tích cực,1
Đinh Thanh Sơn,Ổn,5 năm trước,5 sao,Tích cực,1
Son Tran,Ổn,5 năm trước,5 sao,Tích cực,1
Dung Dinh,Tốt,5 năm trước,5 sao,Tích cực,1
Hoàng Tư,Tốt,5 năm trước,5 sao,Tích cực,1
Long Võ Thành,TỐT,5 năm trước,5 sao,Tích cực,1
Phj Phung,Tốt,5 năm trước,5 sao,Tích cực,1
Tung Tran,"Mạng mạnh quá ,  nhân viên thì tuyệt vời",một năm trước,5 sao,Tích cực,1
Duy Phan,Ok có tăng gấu bông khi đăng kí không,một năm trước,5 sao,Trung tính,2
hoahv huynh,Rất tuyệt vời,một năm trước,5 sao,Tích cực,1
Ngan Vo,Dịch vụ quá tuyệt vời,một năm trước,5 sao,Tích cực,1
Lâm Viên,Quá tuyêtk vời,một năm trước,5 sao,Tích cực,1
Mai Lộc,"Wifi mạnh, tư vấn nhiệt tình, giá rẻ",một năm trước,5 sao,Tích cực,1
Nguyễn Minh Trường,dịch vụ ok,một năm trước,5 sao,Tích cực,1
Trân Nguyễn Bảo Khánh,Dịch vụ tốt,một năm trước,5 sao,Tích cực,1
Nguyễn Văn Toàn K18 VB2 CD Dược,"Wifi mạnh,giá cả hợp lý",một năm trước,5 sao,Tích cực,1
Ken Ken,tuyệt vời,một năm trước,5 sao,Tích cực,1
Thiện Châu,Ok nha,một năm trước,5 sao,Tích cực,1
Như Bình,👍👍👍 …,một năm trước,5 sao,Tích cực,1
Vũ Nguyễn,Tốt,một năm trước,5 sao,Tích cực,1
