Review Name,Review Text,Review Time,Rating
ÁI QUỐC NGÔ,"nhân viên làm việc nhanh chóng , chuyên nghiệp",5 năm trước,4 sao
Nhan tran quang,Hội trường hạnh phúc ( Nhật Bản) nơi hỗ trợ sức khỏe.,5 năm trước,5 sao
Hoai Nguyen,"giá ok, chế độ bảo hành cần xem lại",4 năm trước,4 sao
Lê Anh Tuấn (Lê Tuấn),Nhà cung cấp dịch vụ viễn thông dicvufpt .vn,7 năm trước,5 sao
Minh Hoàng (QAteam),Dịch vụ cùi bắp ko đáng 1 sao,5 năm trước,1 sao
Phuong Nguyen Hieu,"Nhan vien giao tiep chuyen nghiep, nhiet tinh, tot",5 năm trước,4 sao
lexuan xuan,Chán nên nghỉ xài dịch vụ luôn,4 năm trước,1 sao
Anh Hào Trương,"Phục vụ tột, giá cả hơi cao",5 năm trước,4 sao
NGUYEN NGOC HAI,Nơi thanh toán cước phí nhanh gọn lẹ,4 năm trước,4 sao
Lê Toàn Vlog,Rat tuyet voi va nhiet tinh . Tu van ro rang,7 năm trước,5 sao
Trần Thị Thu Hằng,Phục vụ chu đáo lịch sự,4 năm trước,5 sao
Duong Vo,Nhân Viên Dễ Mến - Chuyên nghiệp,5 năm trước,5 sao
Duong Doan,Dịch vụ internet hàng đầu Việt nam,7 năm trước,5 sao
Vu HEHEMETAL,Dịch vụ hoàn hảo từ Fpt Telecom,5 năm trước,5 sao
kim thy Tran,Tẫn tình chu đáo nhiệt tình,5 năm trước,5 sao
Thanh Thế Vũ Nguyễn,Nhiệt tình và chu đáo,5 năm trước,5 sao
Nguyễn Thành Sang,Nơi thanh toán cước phí FPT,5 năm trước,4 sao
Ms Linh Daily,Tư vấn rất tận tình.,5 năm trước,5 sao
Cân Điện Tử Hoàn Khôi,Phục vụ nhanh.,4 năm trước,4 sao
48-Sơn Ngọc Yến Lớp 6A1,Tan tinh va chu dao,4 năm trước,5 sao
Đạt Nghiêm Thành,phục vụ khách hàng tốt,7 năm trước,5 sao
vantien nguyen,Chất lượng dịch vụ tốt,5 năm trước,4 sao
HO TONY,Binh thuong khi giao tiếp,4 năm trước,2 sao
lã Phú,nhân viên nhiệt tình,6 năm trước,4 sao
Phạm ngocpv.jonhny,Truyền hình FPT xem đã thiệt,7 năm trước,5 sao
Lữ Khách Vlog,rất tốt,4 năm trước,5 sao
vu hai,Tuyệt Vời,6 năm trước,5 sao
Anh Tuấn Lương,Dịch vụ tiện lợi,4 năm trước,4 sao
Có Thể Tân,"Mạng chạy nhanh, tuyệt vơi",6 năm trước,5 sao
Angel Tattoo & Beauty,Con người thân thiện,4 năm trước,5 sao
Nghjatrung Luong,Dịch vụ tốt,5 năm trước,5 sao
My Phan,Internet fpt thủ đức,7 năm trước,5 sao
Diệp Nhật Hòa,Chuẩn nhé fpt,4 năm trước,4 sao
Thức Nguyễn,dịch vụ quá kém,5 năm trước,1 sao
Musiciation S6,Tuyệt,4 năm trước,4 sao
Chau Ha,Chất lượng tệ,4 năm trước,1 sao
Trieu Tran,Hjhj,6 năm trước,4 sao
TAN TRAN MINH,bình thường,5 năm trước,4 sao
Nam Nguyen,Dịch vụ tốt,5 năm trước,5 sao
Hồng Lĩnh Đào,Bình thường,4 năm trước,3 sao
Thái Quang Vinh,Ổn,một năm trước,5 sao
Henrique Ferreira,Hợp pháp,5 năm trước,4 sao
Muoi Chu,Tốt,5 năm trước,5 sao
Hưng DTD,Đẹp,5 năm trước,4 sao
minh tan pham,Ổn,5 năm trước,4 sao
Đình Cường Viettelnet (viettelnetvn),Ổn,7 năm trước,1 sao
sunny ceyda,"Quá tệ, Có việc lắp internet mà cứ hẹn tới hẹn lui giờ lắp Ai đâu rãnh mà ngồi ở nhà đợi quài dãy??? Thiếu gì mạng để lắp 2 ngày chưa xong Fpt tệ quá. Tôi kêu bên khác xuống có 2 tiếng là xong. Quá tệ Càng ngày dịch vụ và chăm sóc khách hàng quá tệ.",9 tháng trước,1 sao
Nguyễn Matta,Nhân viên thiếu chuyên nghiệp về nghiệp vụ và cách ăn nói với khách hàng. Đề nghị chỉnh đốn lại.,9 tháng trước,1 sao
Cường Nhật,Đây chính là nơi đăng ký lắp mạng FPT ở Quận Gò Vấp uy tính và chính hãng.,2 năm trước,5 sao
le khang,Khuyến mại dụ đk đc 1 kỳ đầu rồi sau đó tăng giá lên ở các kỳ sau. Lúc dky thì nhân viên nhanh gọn tới lúc muốn tạm ngưng hợp đồng vài tháng thì cứ hành khách hàng từng chút Nv tổng đài lúc bảo tạm ngưng (có thế chấp tiền net hơn 800k của các tháng còn lại đc) lúc nv báo ko đủ phải nộp 1tr1 mới đc,2 năm trước,1 sao
Bảo Khanh Trương,"Làm việc chuyên nghiệp, nhân viên thân thiện!",10 tháng trước,5 sao
Emi Luis,Không đáp ứng yêu cầu của khách hàng mà toàn là gợi yêu cầu lại cho khách hàng. Đến khi mình p nói chị giải quyết nhanh cho em ạ. Em chỉ hủy thôi e sẽ trả chi phí thì họ mới chịu bắt tay vào việc :))) không bao giờ chọn FPT làm dịch vụ cap quang và Truyềb hình second time,3 năm trước,2 sao
Loc Phan,"Dịch vụ tệ, nhân viên thiếu kỹ năng, đổi có mỗi cái địa chỉ hành lên hành xuống trong khi chỉ cần gõ vào hệ thống là xong. Tiền thì thu 6 tháng xông giờ mỗi thủ tục đơn giản để làm giấy tờ cũng hành",4 năm trước,1 sao
Trung Nguyễn,"Nhân viên phục vụ tận tình chu đáo, chào hỏi đàng hoàng ... Giá cả hợp lí phù hợp với giá cả thị trường ... Chủng loại đa dạng nhiều mẫu mã đẹp ... Phù hợp với mọi tầng lớp ... Có cho trả góp ... Dịch vụ hậu mãi tốt ... Không gian thoáng đãng thoải mái ...",5 năm trước,4 sao
Nguyễn Ngọc Tiến Thành,"dịch vụ fpt khá tốt, nhân viên hướng dẫn tận tình và chu đáo. Bạn có thể đến để nhờ nhân viên tư vấn gói cước, đăng ký lắp đặt, thay đổi nơi lắp đặt, đóng tiền cước.",6 năm trước,5 sao
Hoàng Võ Tâm,"Chưa thấy nhân viên ở đâu mà tệ hại như ở đây, làm hợp đồng sai tới sai lui, hẹn giờ lắp wifi thì đi sai lịch, đòi thu tiền thêm của khách trong khi hợp đồng cố định hết chỗ nói.",3 năm trước,1 sao
Lee Jay,"Dịch vụ mang WiFi quá tệ , không giải quyết khắc phục cho khách hàng 👎 …",một năm trước,1 sao
Mạnh Hùngg,"Dịch vụ tốt, chất lượng 5 sao.",3 năm trước,5 sao
GIẶT NỆM CAOSU KYMDAN,Nhân viên vui vẻ tân tình chăm sóc khách hàng,5 năm trước,5 sao
NGUYỄN NGỌC THI,"Nhân viên lễ phép, hỗ trợ khách hàng rất tốt",2 năm trước,5 sao
tien nguyen,Nhân viên đi làm chễ.khach đến sớm chờ lâu,4 năm trước,3 sao
Nga Tran,"Ưu đãi rất tốt, nhân viên lịch sự",4 năm trước,5 sao
Phuoc Tung Dang,Nơi đây là địa chỉ giao dịch của nhà mạng fpt quận Gò Vấp TPHCM,6 năm trước,4 sao
Vu Tientan,"Nhân viên nhiệt tình , tư vấn chu đáo",5 năm trước,5 sao
nhu phuong vo,"Nơi tôi đăng ký internet, nhân viên rất nhiệt tình",4 năm trước,5 sao
DUONG LUY,Nhân viên nhiệt tình và vui vẻ.,4 năm trước,5 sao
nhu kieu,"Mạng như ấy ý, cứ tối lại lag",4 năm trước,1 sao
Vuong Pham,Nhân viên thân thiện nhiệt tình,3 năm trước,5 sao
Nguyễn Kiên Music,Nhân viên nhanh nhẹn dễ thương,4 năm trước,5 sao
Tung Cao,"Nhân viên vui vẻ,nhiệt tình...",6 năm trước,4 sao
Tuyết Ngân Trần Thị,phong cách văn hoá doanh nghiệp tốt,7 năm trước,5 sao
Nguyen Hong Xuyen,"truyen hinh FPT phong phu va da dang, rat thich",7 năm trước,5 sao
Ha Nguyen,Nhân viên nhiệt tình,4 năm trước,5 sao
Nguyễn Phan Minh,dịch vụ okie,4 năm trước,4 sao
Đình Nguyên,Khá tốt. Chuyên nghiệp,4 năm trước,5 sao
Hải Châu Nguyên,Ok. Có nhiều mẫu.,5 năm trước,4 sao
Bảo Tiến,Dịch vụ nhiệt tình,5 năm trước,5 sao
Ngân Thanh,nhà cung cấp tin cậy,7 năm trước,5 sao
Vo Tam,Nhân viên thân.thiện,4 năm trước,5 sao
Mai Tran,Phục vụ tận tình,4 năm trước,5 sao
Vinh IALC,Dịch vụ tốt,6 năm trước,5 sao
Ngọc Khang Cover,Tốt,6 năm trước,5 sao
vo hien,Lịch sự,4 năm trước,4 sao
Ngô Tuấn Thành,Nv đẹp,5 năm trước,4 sao
Thuộc Võ Công,CSKH Tốt,6 năm trước,5 sao
Subin Jung,Chờ lâu,5 năm trước,3 sao
Thuyha Dao,FPT số 1,7 năm trước,5 sao
Dương Văn Hà,Nhiệt tình,5 năm trước,5 sao
Chinh Pham ba,Lịch sự,5 năm trước,5 sao
Nguyen Hainguyen,"Mạng TV,internet",4 năm trước,4 sao
Minh Tuan Truong,Tốt,4 năm trước,5 sao
Thanh Do,Tốt,6 năm trước,4 sao
WU Healing - Người Chữa Lành Tình Yêu,Tốt,6 năm trước,5 sao
erkan ozer,Giá cả giống như ở Türkiye. Cửa hàng có nhiều sản phẩm phong phú,5 năm trước,4 sao
Tai Nguyen JP,Ổn,4 năm trước,5 sao
Bình Cao,Tốt,5 năm trước,4 sao
Cris Tân,"Lần đầu tiên mình thấy có nhà mạng có cách xử lý vô cùng tệ Khách hàng không có cầu xài nữa những vẫn bắt đóng tiền. Trong khi mình đã gọi lên trên để huỷ, và họ nói rằng gói bên họ phải sài 6 tháng mới được huỷ?!? Thế cho hỏi gặp trường hợp những nhà không có điều kiện, không muốn sài nữa, thì bắt ép người ta sài đóng tiền đủ 6 tháng hả?  NHỮNG AI ĐANG THAM KHẢO HÃY LƯA CHỌN 1 NHÀ MẠNG THÔNG MINH và né gấp cái FPT này ra nhé !",3 tháng trước,1 sao
Cuong Quang,FPT ở đây không có nổi 1 máy POS để quẹt thẻ cho khách,một tuần trước,1 sao
Phan Gia Bảo,"mạng sài ổn định rất mạnh nhà sài 7-8 thiết bị nhưng chạy vẫn ngon ko bị giật lag,đặc biệt nhân viên tư vấn nhiệt tình không thể nào ko thích nhà mạng này được.",5 tháng trước,5 sao
Bùi Thị Qúy Minh,"Tận tình, chu đáo. đa dạng sản phẩm, phù hợp mọi mức thu nhập",một tháng trước,5 sao
Tiến Trần,Chăm sóc khách hàng khá nhiệt tình nhưng chất lượng dịch vụ hơi chán. Chỉ gọi là ở mức tạm chấp nhận được. Ko nằm ở mức tốt được.,6 tháng trước,4 sao
N6- Hồng Gấm,"Trải nghiệm tốt, nhân viên nhiệt tình, thân thiện",2 tháng trước,5 sao
Uyen Thu,Tệ Lừa đao Chieu trò khon lỏi Thật mất long tin quá,3 tháng trước,1 sao
Hongcuc Nguyen,Truyền hình xem đc nhiều giải đá bóng ko mất phí rất hài lòng,một năm trước,5 sao
trinh binhm,"Nhân viên thân thiện, dịch vụ tốt, mạng tuyệt vời 😻 …",5 tháng trước,5 sao
dang hoa,Mạng khoẻ tốt sài rất mượt,2 tháng trước,5 sao
Phạm Đức Phú,"mạng mạnh , dịch vụ tốt , chăm sóc kh nhiệt tình",5 tháng trước,5 sao
Thi Cuc Le,Chất lượng dịch vụ tốt!,2 tháng trước,5 sao
Truong CBTD,Dịch vụ quá tuyệt vời,2 tháng trước,5 sao
Hạ Băng,Bạn nam tư vấn viên ở đây rất rất tệ. Tư vấn làm cho khách hàng mất 3-4 tháng tiền mạng. Xong chối bay chối biến lươn lẹo mặt dày nói là : “ tuỳ thời điểm mà e tư vấn cho a/c 1 cách khác nhau” Thế có khác nào 1 phút trước thế này 1 giây sau thế nọ ko,một năm trước,1 sao
Cuong Tran,Lắp mạng ổn định uy tín nhanh,3 tháng trước,5 sao
Nhân Huỳnh Khánh,"Chăm sóc khách hàng tốt, nhưng mà mạng yếu quá. 3 năm trước bắt gói 340k của FPT chơi Liên Minh toàn ping nhảy 3 số, giờ chuyển qua gói VNPT chỉ 290k nhưng lại chơi mượt hơn.",một năm trước,3 sao
Trung Phạm,Quá tuyệt vời luôn,2 tháng trước,5 sao
Hoài Nam Nguyễn,Uy tín và lắp đặt nhanh chóng,một năm trước,5 sao
Nam Nguyễn,Mạng yếu . 1 tháng 275k mà tối nào xem youtube bằng laptop load muốn điên não mới xem hết đc cái video. Chơi game liên quân bằng đt ip14 thì mạng có 2 vạch...giật liên tục ko load nổi.. Hết tháng 4 chuyển sang vnpt xài...no way fpt thêm 1 lần nào nữa. Tôi sẽ cho gia đình bên họ nội đăng ký vnpt hết.bye fpt,một năm trước,1 sao
Nhựt Dương Minh,"Mạng khoẻ, nhân viên nhiệt tình",5 tháng trước,5 sao
Loc Nguyen,"Đã sử dụng dịch vụ truyền hình và internet dịch vụ tốt nhân viên nhiệt tình, rất hài lòng",một năm trước,5 sao
Thành Võ Minh,Đã sử dụng rất hài lòng,một năm trước,5 sao
Huong Vu,tuyệt vời,2 tháng trước,5 sao
Thiện Tài,"de nghi xem lai cach lam viec cua nhan vien fpt chi nhanh Dong Nai, khach hang da dong tien nhung van bi ngung dich vu , tien da chuyen khoan hom truoc nhung hom sau van bi ngung dich vu va nhac nho dong tien. Day la lan thu 2 , ma khach hang: DNH047170",2 năm trước,1 sao
Dung Ha Thi Thuy,HR dễ thương,2 tháng trước,5 sao
Sơn Lê Thanh,Nhan vien nhiet tinh tu van goi cuoc gia ca hop ly. Rat hai long,một năm trước,5 sao
van hoang Nguyen,Nâng tiền nhưng không nâng chất lượng mạng như đã hứa! Cắt hợp đồng nhưng nhân viên tới nhà chửi mình chỉ là phòng dùng ké! Quăng cục tiền cho ổng đi cho rảnh nợ. Không bg dùng dịch vụ của fpt nữa,5 năm trước,1 sao
Ngọc anh Lê,Dịch vụ đang ký nhanh trãi nghiệm tốt mạng ổn,một năm trước,5 sao
Kim Loan,Dạo này mưa mạng fpt chuyên gia bị ngắt k chơi được. Cho tới sáng hôm sau cũng chưa được... mạng yếu quá tại sao nhà bị nhà không . Đề nghị bên nv fpt coi lại dùm E đánh giá chỉ dc 2 sao thôi 😣😣,6 năm trước,2 sao
Phước Lờ vê,Mới đăng ký dịch vụ của quý công ty được 1 tháng nhưng tồi hoàn toàn hài lòng về phong cách phục vụ. Sản phẩm Truyền Hình FPT rất phong phú. Chúc quý công ty ngày càng phát triển để đem lại cho khách hàng nhiều sản phẩm tốt hơn nữa,8 năm trước,5 sao
Tú Phạm,Đã dạng ký dịch vụ combo chơi game ko gap,một năm trước,5 sao
Minh Minh,Dịch vụ truyền hình nhiều nội dung hấp dẫn phòng phú,một năm trước,5 sao
Vương Nguyễn Quốc,"Dịch vụ truyền hình tốt, camera an toàn bảo mật ok",một năm trước,5 sao
Thế Anh Ngô,Khi có sự cố về mạng khách hàng có gọi điện lên để góp ý mà nhà mạng không giải quyết đc nên khách hàng quyết định đổi mạng khác và nhà mạng đã ép khách hàng trả này nọ rồi cắt mạng. FPT chỉ vì mình đã xài 10 năm rồi nên coi thường mặc kệ,4 năm trước,1 sao
Polo Ha,Nhân viên phục vụ còn chưa tốt,10 tháng trước,3 sao
Ngọc Mai Văn,"Dịch vụ khá là nhanh, nhiệt tình (chuyển đổi địa điểm tầm 6 giờ là hoàn thành)",4 năm trước,5 sao
Ngọc Bùi,tuyệt vời,2 tháng trước,5 sao
Van Duong Vu,Đã đăng ký dịch vụ sài rất tốt,một năm trước,5 sao
Nguyen Han,"Mạng tốt, wifi mạnh. Tivi hát karaoke phủ phê, hàng xóm phải mê, thích dc rủ rê thế là oke. Yeahhh",8 năm trước,5 sao
Quý Ngân Nguyễn Hữu,Nhân viên tư vấn nhanh nhạy. Bảng hiệu hơi nhỏ nên hơi khó phát hiện công ty ở đâu,4 năm trước,4 sao
Toi Lam,Nhà mạng tốt nhất,5 tháng trước,5 sao
Hoàn Vũ Thị,Đã lắp đặt và sử dụng rất tốt,một năm trước,5 sao
Dong Justin,"dịch vụ lắp đặt nhanh chóng, chuyên nghiệp, nhân viên nhiệt tình, nhà mình đang sử dụng dịch vụ ở đây",8 năm trước,5 sao
Nga Bui Van,"Nhân vui cùi bắp, khinh rẻ khách hàng",một năm trước,1 sao
Oanh Nguyen Thi Thuy,Chơi game tốt rất hài lòng,11 tháng trước,5 sao
hoai vuong,Quá tuyệt vời... 5 lon,một năm trước,5 sao
Thanh Quyen Tran,Địa chỉ công ty rất chính xác. Tôi hài lòng về chất lượng dịch vụ,8 năm trước,5 sao
Thanh N,Tốt,2 tháng trước,5 sao
Thị ngọc anh Tăng,Sài mạng nhanh ổn định,11 tháng trước,5 sao
Phong Nguyen,"Wifi mạnh, truyền hình hấp dẫn...",một năm trước,5 sao
Mr Amateur,"Đặt địa điểm tào lao,làm chạy lòi mắt tìm ko ra",6 năm trước,1 sao
Duong Nv,Tôi hài lòng về dịch vụ cũng như phong cách phục vụ của công ty FPT Biên Hòa Đồng Nai,8 năm trước,5 sao
jonhuk mr,"Đây là trụ sở chính của Công ty FPT tại Biên Hoà, Đồng Nai.",5 năm trước,4 sao
haophat gia,chat luong phuc vu qua toi nhan vien giai thich ko the chap nhan dc,6 năm trước,1 sao
Duong Lê,Dịch vụ ok,một năm trước,5 sao
Chị Mèo,Mạng rất tôt.,một năm trước,5 sao
Phu Tran,Tôi ở Long Khánh sử dụng tốt. cảm ơn FPT,8 năm trước,5 sao
Nhân Phan Trọng,"Giao dịch viên xinh xắn, nhiệt tình =))",4 năm trước,5 sao
thai son Pham,"fpt dong nai cung cap  dich vu internet nhanh,  truyen hinh hay, dac sac",8 năm trước,5 sao
IN QUANG CAO NINH BINHPHUOC,địa chỉ đáng tin cậy cho khách hàng!,8 năm trước,5 sao
Văn Phương Trần,Địa điểm lắp wifi tốt,một năm trước,5 sao
Dung Ngo,"internet nhanh khoe, hoc online chat luong on dinh.",2 năm trước,5 sao
Sinh Duong,"Toi rat thich FPT dong nai. Chat luong tot, toc do on dinh",11 năm trước,5 sao
an tran,Nhân viên lịch sự thân thiện,6 năm trước,4 sao
phương thanh phạm,mạng nhanh và tôi thích sử dụng FPT,8 năm trước,5 sao
Phung Minh Tuan,Dịch vụ nhanh. Niềm nở,6 năm trước,4 sao
Đức Tâm Nguyễn,"Mạng dùng tốt, wifi mạnh, tôi hài lòng",8 năm trước,5 sao
Nguyen Hoa,"phục vụ, giải đáp tận tình",7 năm trước,5 sao
Nguyễn Minh Hoàng,"Hỗ trợ khá nhanh, nhiệt tình",6 năm trước,4 sao
VanTrung Pham,Dịch vụ internet và truyền hình HD,5 năm trước,5 sao
hauke susu,Dịch vụ tốt,5 năm trước,4 sao
lê huyền,Tôi thích truyền hình FPT,8 năm trước,5 sao
hữu hiền nguyễn,Cũng được,5 năm trước,4 sao
Mai Vinh,Tạm ổn,4 năm trước,4 sao
Hoàng Văn Sơn,fpt good,8 năm trước,5 sao
Tùng Lê,Tạm được,7 năm trước,4 sao
Say Vv,Nhiệt tình,6 năm trước,5 sao
FPT Đăng Ký WIFI CÁP QUANG FPT,rat tien loi,4 năm trước,5 sao
Tuyển Nguyễn Văn,Tốt,5 năm trước,5 sao
Hòa Lê,Ổn,2 tháng trước,5 sao
Sy Nguyen Tien,Tốt,2 tháng trước,5 sao
Năm Cao,Ổn,7 tháng trước,5 sao
Huy Nguyễn,VPGD FPT,7 tháng trước,5 sao
Phương Cù,con chuột,một năm trước,5 sao
Hoàng Trần,Ổn,một năm trước,5 sao
Ghin,Tốt,5 năm trước,5 sao
Steve Long,dịch vụ tốt,5 năm trước,5 sao
Cuong Pham Hung,Ổn,4 năm trước,4 sao
Lê Tiến Dũng,Tốt,5 năm trước,5 sao
Hoàng Công Hùng,Tốt,8 năm trước,5 sao
Phong Trần,Lắp đặt wifi không kiểm tra cáp quang cho khách hàng,một tuần trước,1 sao
Dao Liem,"FPT nơi cung cấp mạng truyền thông xh, camera giam sát, truyền hình, wifi có thể tin tưởng được minh cho 5 sao vì khi có vấn đề gọi là kỹ thuật xử lý ngay",11 tháng trước,5 sao
Pham Quang Toan,"Nhân viên thân thiện, làm việc nghiêm túc.",2 năm trước,4 sao
Quốc Khánh Nguyễn,"Phòng giao dịch sạch sẽ, nhân viên cực kỳ thân thiện",2 năm trước,5 sao
phuc pham,"Dịch vụ ok, phục vụ tận tâm!",3 năm trước,5 sao
TRINHTUTAI TRINHTUTAI,Tốt hơn,9 tháng trước,5 sao
Coffee & Tea Binbo “Binbo”,"Làm việc nhanh ,",2 năm trước,5 sao
Dung Tran,Ổn,10 tháng trước,5 sao
Anna Anna,Đường đi khó tìm,một năm trước,3 sao
Phi Hồ - My family,Ổn,2 năm trước,4 sao
Ngân Phạm Kim Châu,Gọi điện nhờ tư vấn mà nhân viên không tư vấn rõ ràng cho khách mà còn nói chuyện với thái độ chán ghét khách ăn nói thiếu chuyên nghiệp cần phải coi lại,5 tháng trước,1 sao
Hanh Pham,Nam nhân viên tư vấn bán hàng ăn nói xấc láo mất dạy.. nói chuyện với khách hàng tự ngắt ngang điện thoại… cần chấn chỉnh lại,5 tháng trước,1 sao
Liêm Nguyễn Thanh,"Gọi cho tổng đài thì tất cả tổng đài viên đều bận , gọi qua cho bên chi nhánh này do thấy gần đ/c nhà nhất . Bắt máy khách chỉ vừa hỏi yêu cầu hỗ trợ đường truyền thì bảo khách liên hệ lại tổng đài rồi cúp máy ngang ? Cho dịch vụ của fpr là như vậy hay sao ? Làm ăn vớ va vớ vẫn như vậy thì chịu 🙄 …",6 tháng trước,1 sao
Hoang Pham,"Mặt bằng rộng rãi, trang trí đẹp, nhân viên làm việc tận tình, chuyên nghiệp.",2 năm trước,5 sao
Le Minh Tuan,"Mới gọi hồi sáng, trưa nay đã có nhân viên qua bắt, mình chọn gois~300k, thấy sóng lướt vi vu, mạnh lắm. Ai lắp mạng fpt ở tân bình thì cứ gọi bên này, đóng 6 tháng có giảm giá á",5 năm trước,5 sao
Nhat Le Trieu,Địa điểm lắp mạng fpt uy tín tại quận tân bình. tôi đã lắp mạng ở địa chỉ 24 đường phan huy ích và sử dụng được 2 năm. cảm thấy rất hài lòng với dịch vụ fpt tân bình,5 năm trước,5 sao
Jason Pham,thương hiệu rẻ tiền cho đi dán bậy tùm lum,một năm trước,1 sao
Trong Cao,muốn mua hàng mà nhân viên tư vấn rất tệ,một năm trước,1 sao
Ngọc,"Thái độ nhân viên thiếu chuyên nghiệp, lắp đặt chậm. Không bao giờ dùng mạng fpt",2 năm trước,1 sao
Văn Nguyễn,"Lắp đặt nhanh chóng, nhân viên tư vấn nhiệt tình. Cảm ơn sự hợp tác của các bạn. Chúc các bạn thành công.",5 năm trước,5 sao
Nguyễn Văn Long,Dịch vụ làm ăn như lừa đảo thu tiền xong không chịu qua lắp đặt cho khách,5 năm trước,1 sao
Long Huynh,Nhân Viên Tận Tình. Chuyên nghiệp. Giá Cước Tốt Nhất Khu Vực. Like,5 năm trước,5 sao
hunguyendinh thaonamcuc,"địa điểm chính xác của fpt quận tân bình, tôi đã ghé văn phòng ở đây",4 năm trước,4 sao
Sang Đỗ Thanh,Mạng quá tệ,một năm trước,1 sao
vu tran,Nhan vien từ vẫn nhiệt tinh vui ve,5 năm trước,5 sao
Dzung Kiều,Tới nâng cấp tốc độ mạng lên gói 60mb,3 năm trước,5 sao
Khang Tran,Lắp mạng fpt dùng ổn định lắm nha,4 năm trước,5 sao
sa kim,Nhân viên tư vấn nhiệt tình,3 năm trước,5 sao
Lắp Mạng FPT,Tuyệt vời ông mặt trời,5 năm trước,5 sao
Ngoc Thao Nguyen,Hi fpt xai rat tien,4 năm trước,5 sao
mcclure bonner,Giả mạo website công ty,4 năm trước,1 sao
Khang Tran,Địa điểm uy tín,4 năm trước,5 sao
Alex Nguyễn,Nhanh chóng dễ dàng,3 năm trước,4 sao
Khqng Tran,Dich vu tot,4 năm trước,5 sao
Tab S6 Samsung,Dia diem fpt tan binh,4 năm trước,5 sao
Huan Nguyen,Không có bãi đậu xe,3 năm trước,4 sao
Mạnh Nguyễn,Dịch vụ tốt!,5 năm trước,5 sao
namdai cao,Tốt,3 năm trước,5 sao
Mai Nguyen,Internet rất tốt,5 năm trước,5 sao
Hoàng Việt Bùi,"địa điểm lắp mạng uy tín của fpt ở bình chánh, các bạn nhân viên tư vấn gói cước phù hợp với nhu cầu sử dụng. rất nhiệt tình và thân thiện nữa, hi vọng mạng dùng ổn định sau khi ký hợp đồng :))",5 năm trước,5 sao
An Nguyên Vũ Hoài,"Chất lượng dịch vụ cực kỳ tệ. Đăng ký chuyển địa điểm sử dụng Internet hết 275k cam kết thực hiện trong 48 tiếng. Nay ngày thứ 3 sắp sang ngày thứ 4 rồi chưa thấy liên hệ hay thực hiện, gọi tổng đài thì hẹn lần hẹn lượt qua loa. Cực kỳ tệ",6 năm trước,1 sao
po nguyen,"FPT mọi kết nối trên một đường truyền. Chất lượng dịch vụ tốt, phục vụ khách hàng nhiệt tình, ân cần chu đáo.",7 năm trước,5 sao
Khánh Nguyễn,FPT nỗ lựclàm khách hàng hài lòng trên cơ sở hiểu biết sâu sắc và đáp ứng một cách tốt nhất nhu cầu với lòng tận tụy và năng lực không ngừng được nâng cao,7 năm trước,5 sao
Jahaa naboa,"dich vu tot lam nha, nhan vien nhiet tinh vui ve va rat than thien, toi da dang ky mang o duong vo van van goi super22. fpt binh chanh lam rat tot",5 năm trước,5 sao
Nam Nguyen (Nguyennam ntv),Fpt phục vụ tot,4 năm trước,4 sao
Tài Vũ,"Địa chỉ ảo hay định vị sai, chạy tới đúng vị trí không thấy.",2 năm trước,1 sao
My Nguyen,"FPT tại Bình Chánh phục vụ tận tình , chu đáo, tôi rất hài lòng",7 năm trước,5 sao
Tân Nguyễn,"Nhân viên nhiệt tình, chăm sóc khách hàng tốt",3 năm trước,5 sao
CCV,"nhân viên phục vụ tốt,làm việc nhanh gọn.",5 năm trước,4 sao
vananh nguyen,Dịch vụ CSKH FPT rất tận tình!!,7 năm trước,5 sao
nhut Truong Vo,Tuyệt vời,một năm trước,5 sao
Nhật Lễ Boo,Rất ok,2 năm trước,5 sao
Phiên Lê,Đăng kí lắp Mạng FPT - 0908.394.634,7 năm trước,5 sao
Phạm Tân,Quán ăn phục vụ tốt,3 năm trước,5 sao
huyen nguyen thi,"Dịch vụ tốt, uy tín",4 năm trước,5 sao
Anh Trúc,Chất lượng ổn định.,7 năm trước,5 sao
Nguyễn Bích,👍👍 …,một năm trước,5 sao
HTP & Daily work,Tốt,4 năm trước,4 sao
Manh LyQuoc,Tốt,7 năm trước,5 sao
Kiều Nguyễn thị,"Dịch vụ rất tốt, tư vấn tận tình, lắp đặt nhanh. Mạng sử dụng ổn",2 tháng trước,5 sao
Thanh Chinh,Đây là nội dung review của tôi.,một năm trước,5 sao
Khang Nguyen,"Là 1 khách hàng nhiều năm , với gói cước wjfi gia đình 290k/1tháng . cảm thấy nhà mạg wá cẩu thả trog việc chăm sóc giải quyết vấn đề mạg cho KH . gia đình tôi đã 2 ngày không kết nối được wjfi công việc mọi thứ đình trệ .trog khi gọi tổng đài thì cứ phải là chờ rồi hẹn nhiều lần không ai giải quyết 👎 …",2 năm trước,1 sao
minh son Tran,"Chat luong on dinh trong tam gia, nhan vien nhiet tình",4 năm trước,5 sao
Minh hà Nguyễn,"Văn phòng FPT Thuận An sạch sẽ, thoáng mát.",một năm trước,5 sao
trọng hoàn,Sử dụng gần năm lướt fb k nổi. Nv kiểm tra mấy lần cũng nói lỗi mã. Kết thúc k sử dụng nv thu tiền thu luôn cục phát. Mãi k trả tiền cọc. Còn gọi điện nói hợp đồng quá hạn gì đấy sẽ chuyển cho bên thứ 3. Dmm,2 năm trước,1 sao
